count, instance_count, first_index, base_vertex, base_instance
128,1,107136,46893,1,
128,1,107520,46893,1,
128,1,107904,46893,1,
128,1,108288,46893,1,
128,1,108672,46893,1,
128,1,109056,46893,1,
128,1,109440,46893,1,
128,1,109824,46893,1,
128,1,110208,46893,1,
128,1,110592,46893,1,
128,1,110976,46893,1,
128,1,111360,46893,1,
128,1,111744,46893,1,
128,1,112128,46893,1,
128,1,112512,46893,1,
128,1,112896,46893,1,
128,1,113280,46893,1,
128,1,113664,46893,1,
128,1,114048,46893,1,
128,1,114432,46893,1,
128,1,114816,46893,1,
128,1,115200,46893,1,
128,1,115584,46893,1,
128,1,115968,46893,1,
128,1,116352,46893,1,
128,1,116736,46893,1,
128,1,117120,46893,1,
128,1,117504,46893,1,
128,1,117888,46893,1,
128,1,118272,46893,1,
128,1,118656,46893,1,
128,1,119040,46893,1,
128,1,119424,46893,1,
128,1,119808,46893,1,
128,1,120192,46893,1,
128,1,120576,46893,1,
128,1,120960,46893,1,
128,1,121344,46893,1,
128,1,121728,46893,1,
128,1,122112,46893,1,
128,1,122496,46893,1,
128,1,122880,46893,1,
128,1,123264,46893,1,
128,1,123648,46893,1,
128,1,124032,46893,1,
128,1,124416,46893,1,
128,1,124800,46893,1,
128,1,125184,46893,1,
128,1,125568,46893,1,
128,1,125952,46893,1,
128,1,126336,46893,1,
128,1,126720,46893,1,
128,1,127104,46893,1,
128,1,127488,46893,1,
128,1,127872,46893,1,
128,1,128256,46893,1,
128,1,128640,46893,1,
128,1,129024,46893,1,
128,1,129408,46893,1,
128,1,129792,46893,1,
128,1,130176,46893,1,
128,1,130560,46893,1,
128,1,130944,46893,1,
128,1,131328,46893,1,
128,1,131712,46893,1,
128,1,132096,46893,1,
128,1,132480,46893,1,
128,1,132864,46893,1,
128,1,133248,46893,1,
128,1,133632,46893,1,
128,1,134016,46893,1,
128,1,134400,46893,1,
128,1,134784,46893,1,
128,1,135168,46893,1,
128,1,135552,46893,1,
128,1,135936,46893,1,
128,1,136320,46893,1,
128,1,136704,46893,1,
128,1,137088,46893,1,
128,1,137472,46893,1,
128,1,137856,46893,1,
128,1,138240,46893,1,
128,1,138624,46893,1,
128,1,139008,46893,1,
128,1,139392,46893,1,
128,1,139776,46893,1,
128,1,140160,46893,1,
128,1,140544,46893,1,
128,1,140928,46893,1,
128,1,141312,46893,1,
128,1,141696,46893,1,
128,1,142080,46893,1,
128,1,142464,46893,1,
128,1,142848,46893,1,
128,1,143232,46893,1,
128,1,143616,46893,1,
128,1,144000,46893,1,
128,1,144384,46893,1,
128,1,144768,46893,1,
128,1,145152,46893,1,
128,1,145536,46893,1,
128,1,145920,46893,1,
128,1,146304,46893,1,
128,1,146688,46893,1,
128,1,147072,46893,1,
128,1,147456,46893,1,
128,1,147840,46893,1,
128,1,148224,46893,1,
128,1,148608,46893,1,
128,1,148992,46893,1,
128,1,149376,46893,1,
128,1,149760,46893,1,
128,1,150144,46893,1,
128,1,150528,46893,1,
128,1,150912,46893,1,
128,1,151296,46893,1,
128,1,151680,46893,1,
128,1,152064,46893,1,
128,1,152448,46893,1,
128,1,152832,46893,1,
128,1,153216,46893,1,
128,1,153600,46893,1,
128,1,153984,46893,1,
128,1,154368,46893,1,
128,1,154752,46893,1,
128,1,155136,46893,1,
128,1,155520,46893,1,
128,1,155904,46893,1,
128,1,156288,46893,1,
128,1,156672,46893,1,
128,1,157056,46893,1,
128,1,157440,46893,1,
128,1,157824,46893,1,
128,1,158208,46893,1,
128,1,158592,46893,1,
128,1,158976,46893,1,
128,1,159360,46893,1,
128,1,159744,46893,1,
128,1,160128,46893,1,
128,1,160512,46893,1,
128,1,160896,46893,1,
128,1,161280,46893,1,
128,1,161664,46893,1,
128,1,162048,46893,1,
128,1,162432,46893,1,
128,1,162816,46893,1,
128,1,163200,46893,1,
128,1,163584,46893,1,
128,1,163968,46893,1,
128,1,164352,46893,1,
128,1,164736,46893,1,
128,1,165120,46893,1,
128,1,165504,46893,1,
128,1,165888,46893,1,
128,1,166272,46893,1,
128,1,166656,46893,1,
128,1,167040,46893,1,
128,1,167424,46893,1,
128,1,167808,46893,1,
128,1,168192,46893,1,
128,1,168576,46893,1,
128,1,168960,46893,1,
128,1,169344,46893,1,
128,1,169728,46893,1,
128,1,170112,46893,1,
128,1,170496,46893,1,
128,1,170880,46893,1,
128,1,171264,46893,1,
128,1,171648,46893,1,
128,1,172032,46893,1,
128,1,172416,46893,1,
128,1,172800,46893,1,
128,1,173184,46893,1,
128,1,173568,46893,1,
128,1,173952,46893,1,
128,1,174336,46893,1,
128,1,174720,46893,1,
128,1,175104,46893,1,
128,1,175488,46893,1,
128,1,175872,46893,1,
128,1,176256,46893,1,
128,1,176640,46893,1,
128,1,177024,46893,1,
128,1,177408,46893,1,
128,1,177792,46893,1,
128,1,178176,46893,1,
128,1,178560,46893,1,
128,1,178944,46893,1,
128,1,179328,46893,1,
128,1,179712,46893,1,
128,1,180096,46893,1,
128,1,180480,46893,1,
128,1,180864,46893,1,
128,1,181248,46893,1,
128,1,181632,46893,1,
128,1,182016,46893,1,
128,1,182400,46893,1,
128,1,182784,46893,1,
128,1,183168,46893,1,
128,1,183552,46893,1,
128,1,183936,46893,1,
128,1,184320,46893,1,
128,1,184704,46893,1,
128,1,185088,46893,1,
128,1,185472,46893,1,
128,1,185856,46893,1,
128,1,186240,46893,1,
128,1,186624,46893,1,
128,1,187008,46893,1,
128,1,187392,46893,1,
128,1,187776,46893,1,
128,1,188160,46893,1,
128,1,188544,46893,1,
128,1,188928,46893,1,
128,1,189312,46893,1,
128,1,189696,46893,1,
128,1,190080,46893,1,
128,1,190464,46893,1,
128,1,190848,46893,1,
128,1,191232,46893,1,
128,1,191616,46893,1,
128,1,192000,46893,1,
128,1,192384,46893,1,
128,1,192768,46893,1,
128,1,193152,46893,1,
128,1,193536,46893,1,
128,1,193920,46893,1,
128,1,194304,46893,1,
128,1,194688,46893,1,
128,1,195072,46893,1,
128,1,195456,46893,1,
128,1,195840,46893,1,
128,1,196224,46893,1,
128,1,196608,46893,1,
128,1,196992,46893,1,
128,1,197376,46893,1,
128,1,197760,46893,1,
128,1,198144,46893,1,
128,1,198528,46893,1,
128,1,198912,46893,1,
128,1,199296,46893,1,
128,1,199680,46893,1,
128,1,200064,46893,1,
128,1,200448,46893,1,
128,1,200832,46893,1,
128,1,201216,46893,1,
128,1,201600,46893,1,
128,1,201984,46893,1,
128,1,202368,46893,1,
128,1,202752,46893,1,
128,1,203136,46893,1,
128,1,203520,46893,1,
128,1,203904,46893,1,
128,1,204288,46893,1,
128,1,204672,46893,1,
128,1,205056,46893,1,
128,1,205440,46893,1,
128,1,205824,46893,1,
128,1,206208,46893,1,
128,1,206592,46893,1,
128,1,206976,46893,1,
128,1,207360,46893,1,
128,1,207744,46893,1,
128,1,208128,46893,1,
128,1,208512,46893,1,
128,1,208896,46893,1,
128,1,209280,46893,1,
128,1,209664,46893,1,
128,1,210048,46893,1,
128,1,210432,46893,1,
128,1,210816,46893,1,
128,1,211200,46893,1,
128,1,211584,46893,1,
128,1,211968,46893,1,
128,1,212352,46893,1,
128,1,212736,46893,1,
128,1,213120,46893,1,
128,1,213504,46893,1,
128,1,213888,46893,1,
128,1,214272,46893,1,
128,1,214656,46893,1,
128,1,215040,46893,1,
128,1,215424,46893,1,
128,1,215808,46893,1,
128,1,216192,46893,1,
128,1,216576,46893,1,
128,1,216960,46893,1,
128,1,217344,46893,1,
128,1,217728,46893,1,
128,1,218112,46893,1,
128,1,218496,46893,1,
128,1,218880,46893,1,
128,1,219264,46893,1,
128,1,219648,46893,1,
128,1,220032,46893,1,
128,1,220416,46893,1,
128,1,220800,46893,1,
128,1,221184,46893,1,
128,1,221568,46893,1,
128,1,221952,46893,1,
128,1,222336,46893,1,
128,1,222720,46893,1,
128,1,223104,46893,1,
128,1,223488,46893,1,
128,1,223872,46893,1,
128,1,224256,46893,1,
128,1,224640,46893,1,
128,1,225024,46893,1,
128,1,225408,46893,1,
128,1,225792,46893,1,
128,1,226176,46893,1,
128,1,226560,46893,1,
128,1,226944,46893,1,
128,1,227328,46893,1,
128,1,227712,46893,1,
128,1,228096,46893,1,
128,1,228480,46893,1,
128,1,228864,46893,1,
128,1,229248,46893,1,
128,1,229632,46893,1,
128,1,230016,46893,1,
128,1,230400,46893,1,
128,1,230784,46893,1,
128,1,231168,46893,1,
128,1,231552,46893,1,
128,1,231936,46893,1,
128,1,232320,46893,1,
128,1,232704,46893,1,
128,1,233088,46893,1,
128,1,233472,46893,1,
128,1,233856,46893,1,
128,1,234240,46893,1,
128,1,234624,46893,1,
128,1,235008,46893,1,
128,1,235392,46893,1,
128,1,235776,46893,1,
128,1,236160,46893,1,
128,1,236544,46893,1,
128,1,236928,46893,1,
128,1,237312,46893,1,
128,1,237696,46893,1,
128,1,238080,46893,1,
128,1,238464,46893,1,
128,1,238848,46893,1,
128,1,239232,46893,1,
128,1,239616,46893,1,
128,1,240000,46893,1,
128,1,240384,46893,1,
128,1,240768,46893,1,
128,1,241152,46893,1,
128,1,241536,46893,1,
128,1,241920,46893,1,
128,1,242304,46893,1,
128,1,242688,46893,1,
128,1,243072,46893,1,
128,1,243456,46893,1,
128,1,243840,46893,1,
128,1,244224,46893,1,
128,1,244608,46893,1,
128,1,244992,46893,1,
128,1,245376,46893,1,
128,1,245760,46893,1,
128,1,246144,46893,1,
128,1,246528,46893,1,
128,1,246912,46893,1,
128,1,247296,46893,1,
128,1,247680,46893,1,
128,1,248064,46893,1,
128,1,248448,46893,1,
128,1,248832,46893,1,
128,1,249216,46893,1,
128,1,249600,46893,1,
128,1,249984,46893,1,
128,1,250368,46893,1,
128,1,250752,46893,1,
128,1,251136,46893,1,
128,1,251520,46893,1,
128,1,251904,46893,1,
128,1,252288,46893,1,
128,1,252672,46893,1,
128,1,253056,46893,1,
128,1,253440,46893,1,
128,1,253824,46893,1,
128,1,254208,46893,1,
128,1,254592,46893,1,
128,1,254976,46893,1,
128,1,255360,46893,1,
128,1,255744,46893,1,
128,1,256128,46893,1,
128,1,256512,46893,1,
128,1,256896,46893,1,
128,1,257280,46893,1,
128,1,257664,46893,1,
128,1,258048,46893,1,
128,1,258432,46893,1,
128,1,258816,46893,1,
128,1,259200,46893,1,
128,1,259584,46893,1,
128,1,259968,46893,1,
128,1,260352,46893,1,
128,1,260736,46893,1,
128,1,261120,46893,1,
128,1,261504,46893,1,
128,1,261888,46893,1,
128,1,262272,46893,1,
128,1,262656,46893,1,
128,1,263040,46893,1,
128,1,263424,46893,1,
128,1,263808,46893,1,
128,1,264192,46893,1,
128,1,264576,46893,1,
128,1,264960,46893,1,
128,1,265344,46893,1,
128,1,265728,46893,1,
128,1,266112,46893,1,
128,1,266496,46893,1,
128,1,266880,46893,1,
128,1,267264,46893,1,
128,1,267648,46893,1,
128,1,268032,46893,1,
128,1,268416,46893,1,
128,1,268800,46893,1,
128,1,269184,46893,1,
128,1,269568,46893,1,
128,1,269952,46893,1,
128,1,270336,46893,1,
128,1,270720,46893,1,
128,1,271104,46893,1,
128,1,271488,46893,1,
128,1,271872,46893,1,
128,1,272256,46893,1,
128,1,272640,46893,1,
128,1,273024,46893,1,
128,1,273408,46893,1,
128,1,273792,46893,1,
128,1,274176,46893,1,
128,1,274560,46893,1,
128,1,274944,46893,1,
128,1,275328,46893,1,
128,1,275712,46893,1,
128,1,276096,46893,1,
128,1,276480,184014,2,
128,1,276864,184014,2,
128,1,277248,184014,2,
128,1,277632,184014,2,
128,1,278016,184014,2,
128,1,278400,184014,2,
128,1,278784,184014,2,
128,1,279168,184014,2,
128,1,279552,184014,2,
128,1,279936,184014,2,
128,1,280320,184014,2,
128,1,280704,184014,2,
128,1,281088,184014,2,
128,1,281472,184014,2,
128,1,281856,184014,2,
128,1,282240,184014,2,
128,1,282624,184014,2,
128,1,283008,184014,2,
128,1,283392,184014,2,
128,1,283776,184014,2,
128,1,284160,184014,2,
128,1,284544,184014,2,
128,1,284928,184014,2,
128,1,285312,184014,2,
128,1,285696,184014,2,
128,1,286080,184014,2,
128,1,286464,184014,2,
128,1,286848,184014,2,
128,1,287232,184014,2,
128,1,287616,184014,2,
128,1,288000,184014,2,
128,1,288384,184014,2,
128,1,288768,184014,2,
128,1,289152,184014,2,
128,1,289536,184014,2,
128,1,289920,184014,2,
128,1,290304,184014,2,
128,1,290688,184014,2,
128,1,291072,184014,2,
128,1,291456,184014,2,
128,1,291840,184014,2,
128,1,292224,184014,2,
128,1,292608,184014,2,
128,1,292992,184014,2,
128,1,293376,184014,2,
128,1,293760,184014,2,
128,1,294144,184014,2,
128,1,294528,184014,2,
128,1,294912,184014,2,
128,1,295296,184014,2,
128,1,295680,184014,2,
128,1,296064,184014,2,
128,1,296448,184014,2,
128,1,296832,184014,2,
128,1,297216,184014,2,
128,1,297600,184014,2,
128,1,297984,184014,2,
128,1,298368,184014,2,
128,1,298752,184014,2,
128,1,299136,184014,2,
128,1,299520,199135,3,
128,1,299904,199135,3,
128,1,300288,199135,3,
128,1,300672,199135,3,
128,1,301056,199135,3,
128,1,301440,199135,3,
128,1,301824,199135,3,
128,1,302208,199135,3,
128,1,302592,199135,3,
128,1,302976,199135,3,
128,1,303360,199135,3,
128,1,303744,199135,3,
128,1,304128,199135,3,
128,1,304512,199135,3,
128,1,304896,199135,3,
128,1,305280,199135,3,
128,1,305664,199135,3,
128,1,306048,199135,3,
128,1,306432,199135,3,
128,1,306816,199135,3,
128,1,307200,199135,3,
128,1,307584,199135,3,
128,1,307968,199135,3,
128,1,308352,199135,3,
128,1,308736,199135,3,
128,1,309120,199135,3,
128,1,309504,199135,3,
128,1,309888,199135,3,
128,1,310272,199135,3,
128,1,310656,199135,3,
128,1,311040,199135,3,
128,1,311424,199135,3,
128,1,311808,199135,3,
128,1,312192,199135,3,
128,1,312576,199135,3,
128,1,312960,199135,3,
128,1,313344,199135,3,
128,1,313728,199135,3,
128,1,314112,199135,3,
128,1,314496,199135,3,
128,1,314880,199135,3,
128,1,315264,199135,3,
128,1,315648,199135,3,
128,1,316032,199135,3,
128,1,316416,199135,3,
128,1,316800,199135,3,
128,1,317184,199135,3,
128,1,317568,199135,3,
128,1,317952,199135,3,
128,1,318336,199135,3,
128,1,318720,199135,3,
128,1,319104,199135,3,
128,1,319488,199135,3,
128,1,319872,199135,3,
128,1,320256,199135,3,
128,1,320640,199135,3,
128,1,321024,199135,3,
128,1,321408,199135,3,
128,1,321792,199135,3,
128,1,322176,199135,3,
128,1,322560,199135,3,
128,1,322944,199135,3,
128,1,323328,199135,3,
128,1,323712,199135,3,
128,1,324096,199135,3,
128,1,324480,199135,3,
128,1,324864,199135,3,
128,1,325248,199135,3,
128,1,325632,199135,3,
128,1,326016,199135,3,
128,1,326400,199135,3,
128,1,326784,199135,3,
128,1,327168,199135,3,
128,1,327552,199135,3,
128,1,327936,199135,3,
128,1,328320,199135,3,
128,1,328704,199135,3,
128,1,329088,199135,3,
128,1,329472,199135,3,
128,1,329856,199135,3,
128,1,330240,199135,3,
128,1,330624,199135,3,
128,1,331008,199135,3,
128,1,331392,199135,3,
128,1,331776,199135,3,
128,1,332160,199135,3,
128,1,332544,199135,3,
128,1,332928,199135,3,
128,1,333312,199135,3,
128,1,333696,199135,3,
128,1,334080,199135,3,
128,1,334464,199135,3,
128,1,334848,199135,3,
128,1,335232,199135,3,
128,1,335616,199135,3,
128,1,336000,199135,3,
128,1,336384,199135,3,
128,1,336768,199135,3,
128,1,337152,199135,3,
128,1,337536,199135,3,
128,1,337920,199135,3,
128,1,338304,199135,3,
128,1,338688,199135,3,
128,1,339072,199135,3,
128,1,339456,199135,3,
128,1,339840,199135,3,
128,1,340224,199135,3,
128,1,340608,199135,3,
128,1,340992,199135,3,
128,1,341376,199135,3,
128,1,341760,199135,3,
128,1,342144,199135,3,
128,1,342528,199135,3,
128,1,342912,199135,3,
128,1,343296,199135,3,
128,1,343680,199135,3,
128,1,344064,199135,3,
128,1,344448,199135,3,
128,1,344832,199135,3,
128,1,345216,199135,3,
128,1,345600,199135,3,
128,1,345984,199135,3,
128,1,346368,199135,3,
128,1,346752,199135,3,
128,1,347136,199135,3,
128,1,347520,199135,3,
128,1,347904,199135,3,
128,1,348288,199135,3,
128,1,348672,199135,3,
128,1,349056,199135,3,
128,1,349440,199135,3,
128,1,349824,199135,3,
128,1,350208,199135,3,
128,1,350592,199135,3,
128,1,350976,199135,3,
128,1,351360,199135,3,
128,1,351744,199135,3,
128,1,352128,199135,3,
128,1,352512,199135,3,
128,1,352896,199135,3,
128,1,353280,199135,3,
128,1,353664,199135,3,
128,1,354048,199135,3,
128,1,354432,199135,3,
128,1,354816,199135,3,
128,1,355200,199135,3,
128,1,355584,199135,3,
128,1,355968,199135,3,
128,1,356352,199135,3,
128,1,356736,199135,3,
128,1,357120,199135,3,
128,1,357504,199135,3,
128,1,357888,199135,3,
128,1,358272,199135,3,
128,1,358656,199135,3,
128,1,359040,199135,3,
128,1,359424,199135,3,
128,1,359808,199135,3,
128,1,360192,199135,3,
128,1,360576,199135,3,
128,1,360960,199135,3,
128,1,361344,199135,3,
128,1,361728,199135,3,
128,1,362112,199135,3,
128,1,362496,199135,3,
128,1,362880,199135,3,
128,1,363264,199135,3,
128,1,363648,199135,3,
128,1,364032,199135,3,
128,1,364416,199135,3,
128,1,364800,199135,3,
128,1,365184,199135,3,
128,1,365568,199135,3,
128,1,365952,199135,3,
128,1,366336,199135,3,
128,1,366720,199135,3,
128,1,367104,199135,3,
128,1,367488,199135,3,
128,1,367872,199135,3,
128,1,368256,199135,3,
128,1,368640,199135,3,
128,1,369024,199135,3,
128,1,369408,199135,3,
128,1,369792,199135,3,
128,1,370176,199135,3,
128,1,370560,199135,3,
128,1,370944,199135,3,
128,1,371328,199135,3,
128,1,371712,199135,3,
128,1,372096,199135,3,
128,1,372480,199135,3,
128,1,372864,199135,3,
128,1,373248,199135,3,
128,1,373632,199135,3,
128,1,374016,199135,3,
128,1,374400,199135,3,
128,1,374784,199135,3,
128,1,375168,199135,3,
128,1,375552,199135,3,
128,1,375936,199135,3,
128,1,376320,199135,3,
128,1,376704,199135,3,
128,1,377088,199135,3,
128,1,377472,199135,3,
128,1,377856,199135,3,
128,1,378240,199135,3,
128,1,378624,199135,3,
128,1,379008,199135,3,
128,1,379392,199135,3,
128,1,379776,199135,3,
128,1,380160,199135,3,
128,1,380544,199135,3,
128,1,380928,199135,3,
128,1,381312,199135,3,
128,1,381696,199135,3,
128,1,382080,199135,3,
128,1,382464,199135,3,
128,1,382848,199135,3,
128,1,383232,199135,3,
128,1,383616,199135,3,
128,1,384000,199135,3,
128,1,384384,199135,3,
128,1,384768,199135,3,
128,1,385152,199135,3,
128,1,385536,199135,3,
128,1,385920,199135,3,
128,1,386304,199135,3,
128,1,386688,199135,3,
128,1,387072,199135,3,
128,1,387456,199135,3,
128,1,387840,199135,3,
128,1,388224,199135,3,
128,1,388608,199135,3,
128,1,388992,199135,3,
128,1,389376,199135,3,
128,1,389760,199135,3,
128,1,390144,199135,3,
128,1,390528,199135,3,
128,1,390912,199135,3,
128,1,391296,199135,3,
128,1,391680,199135,3,
128,1,392064,199135,3,
128,1,392448,199135,3,
128,1,392832,199135,3,
128,1,393216,199135,3,
128,1,393600,199135,3,
128,1,393984,199135,3,
128,1,394368,199135,3,
128,1,394752,199135,3,
128,1,395136,199135,3,
128,1,395520,199135,3,
128,1,395904,199135,3,
128,1,396288,199135,3,
128,1,396672,199135,3,
128,1,397056,199135,3,
128,1,397440,199135,3,
128,1,397824,199135,3,
128,1,398208,199135,3,
128,1,398592,199135,3,
128,1,398976,199135,3,
128,1,399360,199135,3,
128,1,399744,199135,3,
128,1,400128,199135,3,
128,1,400512,199135,3,
128,1,400896,199135,3,
128,1,401280,199135,3,
128,1,401664,199135,3,
128,1,402048,199135,3,
128,1,402432,199135,3,
128,1,402816,199135,3,
128,1,403200,199135,3,
128,1,403584,199135,3,
128,1,403968,199135,3,
128,1,404352,199135,3,
128,1,404736,199135,3,
128,1,405120,199135,3,
128,1,405504,199135,3,
128,1,405888,199135,3,
128,1,406272,199135,3,
128,1,406656,199135,3,
128,1,407040,199135,3,
128,1,407424,199135,3,
128,1,407808,199135,3,
128,1,408192,199135,3,
128,1,408576,199135,3,
128,1,408960,199135,3,
128,1,409344,199135,3,
128,1,409728,199135,3,
128,1,410112,199135,3,
128,1,410496,199135,3,
128,1,410880,199135,3,
128,1,411264,199135,3,
128,1,411648,199135,3,
128,1,412032,199135,3,
128,1,412416,199135,3,
128,1,412800,199135,3,
128,1,413184,199135,3,
128,1,413568,199135,3,
128,1,413952,199135,3,
128,1,414336,199135,3,
128,1,414720,199135,3,
128,1,415104,199135,3,
128,1,415488,199135,3,
128,1,415872,199135,3,
128,1,416256,199135,3,
128,1,416640,199135,3,
128,1,417024,199135,3,
