count, instance_count, first_index, base_vertex, base_instance
384,1,140928,46893,1,
384,1,141312,46893,1,
384,1,141696,46893,1,
384,1,142080,46893,1,
384,1,142464,46893,1,
384,1,142848,46893,1,
384,1,143232,46893,1,
384,1,143616,46893,1,
384,1,144000,46893,1,
384,1,144384,46893,1,
384,1,144768,46893,1,
384,1,145152,46893,1,
384,1,145536,46893,1,
384,1,145920,46893,1,
384,1,146304,46893,1,
384,1,146688,46893,1,
384,1,147072,46893,1,
384,1,147456,46893,1,
384,1,147840,46893,1,
384,1,148224,46893,1,
384,1,148608,46893,1,
384,1,148992,46893,1,
384,1,149376,46893,1,
384,1,149760,46893,1,
384,1,150144,46893,1,
384,1,150528,46893,1,
384,1,150912,46893,1,
384,1,151296,46893,1,
384,1,151680,46893,1,
384,1,152064,46893,1,
384,1,152448,46893,1,
384,1,152832,46893,1,
384,1,153216,46893,1,
384,1,153600,46893,1,
384,1,153984,46893,1,
384,1,154368,46893,1,
384,1,154752,46893,1,
384,1,155136,46893,1,
384,1,155520,46893,1,
